STATUS;CODMTC;DATA_INCLUSAO;USUINC;PC;FILPC;PV;FILPV;TIPCAR;CODPRODUTO;SITUAC;CODTOMADOR;TOMADOR;LINHA;PONTOINI;PONTOFIM;DATRET;DATENT;CODREM;REMETENTE;CODDES;DESTINATARIO;FM;OBSERV;DATINC;CTE;FILIALCTE;SERIECTE;TOTALFRETE;PRODUTO
;;2024-02-07 13:42:00;barbara.evangelista;2568;28;2594,0;28,0;1;49,0;B;389;HEINEKEN;PTGSRA;PR;ES;2024-02-11;2024-02-11;389;HEINEKEN;;;0.00;;2024-02-07;299,0;28,0;52,0;17644.66;PRODUTOS ALIMENTICIOS
;;2024-02-07 13:42:00;barbara.evangelista;2569;28;139263,0;26,0;1;296,0;D;389;HEINEKEN;PTGSRA;PR;ES;2024-02-12;2024-02-12;389;HEINEKEN;;;0.00;;2024-02-07;;;;;CERVEJA EM GARRAFA
;;2024-02-07 13:42:00;barbara.evangelista;2570;28;2595,0;28,0;1;49,0;B;389;HEINEKEN;PTGSRA;PR;ES;2024-02-13;2024-02-13;389;HEINEKEN;;;0.00;;2024-02-07;300,0;28,0;52,0;17580.14;PRODUTOS ALIMENTICIOS
;;2024-02-07 14:19:00;barbara.evangelista;2571;28;139279,0;26,0;1;296,0;B;389;HEINEKEN;PTGHAS;PR;BA;2024-02-07;2024-02-07;389;HEINEKEN;389,0;HEINEKEN;0.00;;2024-02-07;301,0;28,0;52,0;25079.27;CERVEJA EM GARRAFA
;;2024-02-07 14:33:00;barbara.evangelista;2572;28;139401,0;26,0;1;296,0;B;389;HEINEKEN;PTGHAS;PR;BA;2024-02-08;2024-02-08;389;HEINEKEN;;;0.00;;2024-02-07;302,0;28,0;52,0;25079.27;CERVEJA EM GARRAFA
;;2024-02-07 14:33:00;barbara.evangelista;2573;28;139265,0;26,0;3;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-09;2024-02-09;389;HEINEKEN;;;0.00;;2024-02-07;297,0;28,0;52,0;25624.47;CERVEJA EM GARRAFA
;;2024-02-07 14:33:00;barbara.evangelista;2574;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-10;2024-02-10;389;HEINEKEN;;;0.00;;2024-02-07;;;;;CERVEJA EM GARRAFA
;;2024-02-12 13:51:00;barbara.evangelista;2577;28;139447,0;26,0;1;296,0;D;389;HEINEKEN;PTG1TA;PR;BA;2024-02-12;2024-02-12;389;HEINEKEN;;;0.00;;2024-02-12;;;;;CERVEJA EM GARRAFA
;;2024-02-12 14:49:00;barbara.evangelista;2578;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-09;2024-02-09;389;HEINEKEN;;;0.00;;2024-02-12;;;;;CERVEJA EM GARRAFA
;;2024-02-12 14:49:00;barbara.evangelista;2579;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-10;2024-02-10;389;HEINEKEN;;;0.00;;2024-02-12;;;;;CERVEJA EM GARRAFA
;;2024-02-12 14:49:00;barbara.evangelista;2580;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-11;2024-02-11;389;HEINEKEN;;;0.00;;2024-02-12;;;;;CERVEJA EM GARRAFA
;;2024-02-12 14:49:00;barbara.evangelista;2581;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-12;2024-02-12;389;HEINEKEN;;;0.00;;2024-02-12;;;;;CERVEJA EM GARRAFA
;;2024-02-12 14:49:00;barbara.evangelista;2582;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-13;2024-02-13;389;HEINEKEN;;;0.00;;2024-02-12;;;;;CERVEJA EM GARRAFA
;;2024-02-12 14:51:00;barbara.evangelista;2583;28;139438,0;26,0;1;296,0;B;389;HEINEKEN;PTGSPA;PR;SP;2024-02-12;2024-02-12;389;HEINEKEN;;;0.00;;2024-02-12;303,0;28,0;52,0;6750.39;CERVEJA EM GARRAFA
;;2024-02-12 14:53:00;barbara.evangelista;2584;28;139437,0;26,0;1;296,0;B;389;HEINEKEN;PTGSPA;PR;SP;2024-02-12;2024-02-12;389;HEINEKEN;;;0.00;;2024-02-12;304,0;28,0;52,0;6750.39;CERVEJA EM GARRAFA
;;2024-02-14 16:50:00;RAYONE.SOUSA;2587;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-14;2024-02-14;389;HEINEKEN;;;0.00;;2024-02-14;;;;;CERVEJA EM GARRAFA
;;2024-02-14 16:50:00;RAYONE.SOUSA;2588;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-15;2024-02-15;389;HEINEKEN;;;0.00;;2024-02-14;;;;;CERVEJA EM GARRAFA
;;2024-02-14 16:50:00;RAYONE.SOUSA;2589;28;;;1;296,0;D;389;HEINEKEN;PTGHAS;PR;BA;2024-02-16;2024-02-16;389;HEINEKEN;;;0.00;;2024-02-14;;;;;CERVEJA EM GARRAFA
;;2024-02-01 15:41:00;michael.ramos;4976;42;4843,0;42,0;3;344,0;B;61;ARCELOR MITTAL;BRAJUA;DF;BA;2024-02-01;2024-02-06;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;13199,0;42,0;1,0;14204.55;TELAS
