STATUS;CODMTC;DATA_INCLUSAO;USUINC;PC;FILPC;PV;FILPV;TIPCAR;CODPRODUTO;SITUAC;CODTOMADOR;TOMADOR;LINHA;PONTOINI;PONTOFIM;DATRET;DATENT;CODREM;REMETENTE;CODDES;DESTINATARIO;FM;OBSERV;DATINC;CTE;FILIALCTE;SERIECTE;TOTALFRETE;PRODUTO
;;2024-02-06 15:24:00;FELIPE.BIANCHETTI;69625;29;18199,0;29,0;5;94070,0;B;61;ARCELOR MITTAL;JFRSRE;MG;PA;2024-02-06;2024-02-16;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-06;45913,0;29,0;1,0;7009.05;BELGO 60 CA60 4,20 BARRA RETA 12,00 METROS
;;2024-02-08 10:25:00;ray.freitas;69638;29;18205,0;29,0;5;2147,0;B;61;ARCELOR MITTAL;JFRCCV;MG;PR;2024-02-08;2024-02-08;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-08;45926,0;29,0;1,0;4559.05;TRELICA
;;2024-02-08 10:37:00;ray.freitas;69639;29;18206,0;29,0;5;2147,0;B;61;ARCELOR MITTAL;JFRUMU;MG;PR;2024-02-08;2024-02-08;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-08;45927,0;29,0;1,0;5104.32;TRELICA
;;2024-02-13 16:17:00;KANNANDA.SANTOS;69656;29;18221,0;29,0;3;29533,0;B;61;ARCELOR MITTAL;JFRCGB;MG;MT;2024-02-13;2024-02-19;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-13;45948,0;29,0;1,0;2660.73;CA50 NUCLEO OCT.6,30 ROLO 2000 KG SOLDAV
;;2024-02-14 16:04:00;KANNANDA.SANTOS;69669;29;;;3;96,0;D;61;ARCELOR MITTAL;UDIJFR;MG;MG;2024-02-14;2024-02-16;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-14;;;;;SUCATA
;;2024-02-01 08:11:00;ray.freitas;121751;33;6983,0;33,0;4;2147,0;B;61;ARCELOR MITTAL;RDETRS;RJ;RJ;2024-02-01;2024-02-01;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32314,0;33,0;1,0;828.35;TRELICA
;;2024-02-01 08:31:00;ray.freitas;121752;33;6984,0;33,0;5;2147,0;B;61;ARCELOR MITTAL;RDETRS;RJ;RJ;2024-02-01;2024-02-01;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32315,0;33,0;1,0;751.73;TRELICA
;;2024-02-01 08:51:00;ray.freitas;121753;33;6987,0;33,0;4;2147,0;B;61;ARCELOR MITTAL;RDEBPR;RJ;RJ;2024-02-01;2024-02-01;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32316,0;33,0;1,0;778.49;TRELICA
;;2024-02-01 09:22:00;ray.freitas;121754;33;6988,0;33,0;4;2147,0;B;61;ARCELOR MITTAL;RDEDEM;RJ;RJ;2024-02-01;2024-02-01;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32318,0;33,0;1,0;1775.58;TRELICA
;;2024-02-01 11:42:00;EDERSON.ARRUDA;121755;33;6989,0;33,0;4;344,0;B;61;ARCELOR MITTAL;RDECOF;RJ;MT;2024-02-01;2024-02-04;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32321,0;33,0;1,0;13496.56;TELAS
;;2024-02-01 12:10:00;EDERSON.ARRUDA;121756;33;6990,0;33,0;4;344,0;B;61;ARCELOR MITTAL;RDECOM;RJ;MT;2024-02-01;2024-02-05;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32322,0;33,0;1,0;5890.60;TELAS
;;2024-02-01 12:33:00;EDERSON.ARRUDA;121757;33;6991,0;33,0;4;543,0;B;61;ARCELOR MITTAL;RDECOM;RJ;MT;2024-02-01;2024-02-05;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32323,0;33,0;1,0;8836.61;TELA SOLDADA Q113
;;2024-02-01 20:10:00;EDERSON.ARRUDA;121759;33;6993,0;33,0;4;24318,0;B;61;ARCELOR MITTAL;RDEPRI;RJ;MT;2024-02-01;2024-02-04;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32326,0;33,0;1,0;2475.01;VERGALHAO CA60 4,20mm 12m NBR7480
;;2024-02-01 20:31:00;EDERSON.ARRUDA;121760;33;6994,0;33,0;4;53822,0;B;61;ARCELOR MITTAL;RDERON;RJ;MT;2024-02-01;2024-02-04;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32327,0;33,0;1,0;3642.69;VERGALHAO CA60 5,00mm ROLO
ERRO DO USUÁRIO;11,0;2024-02-01 20:41:00;EDERSON.ARRUDA;121761;33;6995,0;33,0;4;23880,0;C;61;ARCELOR MITTAL;RDECRP;RJ;SP;2024-02-01;2024-02-04;61;ARCELOR MITTAL;;;0.00;;2024-02-01;;;;;VERGALHAO CA60 5,00mm 12m NBR7480
;;2024-02-01 21:08:00;EDERSON.ARRUDA;121762;33;6996,0;33,0;4;19344,0;B;61;ARCELOR MITTAL;RDECGB;RJ;MT;2024-02-01;2024-02-04;61;ARCELOR MITTAL;;;0.00;;2024-02-01;32329,0;33,0;1,0;5755.73;CA60 5,00 MM RL 1T CINTADO
;;2024-02-02 08:04:00;ray.freitas;121763;33;6997,0;33,0;5;94626,0;B;61;ARCELOR MITTAL;RDESPA;RJ;SP;2024-02-02;2024-02-02;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-02;32332,0;33,0;1,0;3693.01;FM 8,00 MV20B
;;2024-02-02 08:29:00;ray.freitas;121764;33;6998,0;33,0;5;48227,0;B;61;ARCELOR MITTAL;RDEARD;RJ;RS;2024-02-02;2024-02-02;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-02;32333,0;33,0;1,0;10327.01;CA50 NUCLEO OCT
;;2024-02-01 08:51:00;EDERSON.ARRUDA;121779;27;24664,0;27,0;4;27541,0;B;61;ARCELOR MITTAL;RPRDCX;SP;RJ;2024-02-01;2024-02-01;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;102795,0;27,0;1,0;261.77;"BCH 1 x 1/4"" NBR 7007 MR 250 6,00 M 1T"
;;2024-02-01 08:45:00;juliana.castilho;121780;26;6985,0;33,0;3;77194,0;B;61;ARCELOR MITTAL;RDESPA;RJ;SP;2024-02-01;2024-02-01;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;32317,0;33,0;1,0;3680.08;FM 6,50MM AM60B NBR6354 RS
;;2024-02-01 09:11:00;EDERSON.ARRUDA;121780;27;24665,0;27,0;4;27541,0;B;61;ARCELOR MITTAL;RPRDCX;SP;RJ;2024-02-01;2024-02-02;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;102796,0;27,0;1,0;189.78;"BCH 1 x 1/4"" NBR 7007 MR 250 6,00 M 1T"
;;2024-02-01 08:49:00;juliana.castilho;121781;26;6986,0;33,0;3;61799,0;B;61;ARCELOR MITTAL;RDESPA;RJ;SP;2024-02-01;2024-02-01;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;32319,0;33,0;1,0;2971.94;FM 10,50 MV20B NBR6354 SP
;;2024-02-01 09:19:00;EDERSON.ARRUDA;121781;27;24666,0;27,0;4;27540,0;B;61;ARCELOR MITTAL;RPRDCX;SP;RJ;2024-02-01;2024-02-02;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;102798,0;27,0;1,0;825.64;"BCH 1/2 x 3/16"" 6,00 M 1T"
;;2024-02-01 09:31:00;EDERSON.ARRUDA;121782;27;24667,0;27,0;4;57,0;B;61;ARCELOR MITTAL;RPRDCX;SP;RJ;2024-02-01;2024-02-02;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;102799,0;27,0;1,0;1048.67;CANTONEIRA 6 MTS.
;;2024-02-01 09:39:00;EDERSON.ARRUDA;121783;27;24668,0;27,0;4;81561,0;B;61;ARCELOR MITTAL;RPRDCX;SP;RJ;2024-02-01;2024-02-02;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;102800,0;27,0;1,0;93.19;TB RD BQ
;;2024-02-01 09:59:00;EDERSON.ARRUDA;121784;27;24669,0;27,0;4;406,0;B;61;ARCELOR MITTAL;RPRDCX;SP;RJ;2024-02-01;2024-02-02;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;102801,0;27,0;1,0;426.17;TUBOS ESTEREIS PARA ANALISES
;;2024-02-01 10:07:00;EDERSON.ARRUDA;121785;27;24670,0;27,0;4;57,0;B;61;ARCELOR MITTAL;RPRDCX;SP;RJ;2024-02-01;2024-02-02;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;102802,0;27,0;1,0;1439.48;CANTONEIRA 6 MTS.
;;2024-02-01 10:54:00;EDERSON.ARRUDA;121787;27;24671,0;27,0;4;17406,0;B;61;ARCELOR MITTAL;RPRIUR;SP;RJ;2024-02-01;2024-02-02;61;ARCELOR MITTAL;;;0.00;;2024-02-01;102805,0;27,0;1,0;1661.50;PF W 150x18 A572 GR50 12M (W 6 x 12)
;;2024-02-01 10:43:00;KANNANDA.SANTOS;121790;26;6158,0;34,0;3;96,0;D;61;ARCELOR MITTAL;IMBJFR;GO;MG;2024-02-01;2024-02-03;61;ARCELOR MITTAL;61,0;ARCELOR MITTAL;0.00;;2024-02-01;17888,0;34,0;1,0;7961.65;SUCATA
;;2024-02-02 22:21:00;EDERSON.ARRUDA;121814;27;24680,0;27,0;4;30378,0;B;61;ARCELOR MITTAL;IQCPRN;SP;PR;2024-02-02;2024-02-04;61;ARCELOR MITTAL;;;0.00;;2024-02-02;102835,0;27,0;1,0;1834.18;CA50 12,50 MM ROLO 2000 KG SOLDAVEL
;;2024-02-02 22:38:00;EDERSON.ARRUDA;121815;27;24681,0;27,0;4;29548,0;B;61;ARCELOR MITTAL;IQCPRN;SP;PR;2024-02-02;2024-02-04;61;ARCELOR MITTAL;;;0.00;;2024-02-02;102836,0;27,0;1,0;3614.59;VERGALHAO CA50 12,50 BD 12m NBR7480
